bday,name,p_id,sex,subscriber
2003-02-26,Bernard Cook,8563,M,1
1978-04-12,Melissa Mccormick,8564,F,0
2009-05-06,William Cooper,8565,M,1
1976-01-17,Bobby Johnson,8566,M,0
2008-03-19,Mrs. Mindy Hall,8567,F,1
1984-04-27,Jennifer Wood,8568,F,0
1994-04-16,Joseph Smith,8569,M,0
2013-02-02,Victoria Nelson,8570,F,1
1996-02-02,Maria Norman,8571,F,1
2006-03-02,Richard Nelson,8572,M,0
2014-12-11,Marcia Reed,8573,F,0
2006-09-17,Sean Hughes,8574,M,0
1997-05-28,Samuel Meyer,8575,M,1
1982-05-05,Jessica Bates,8576,F,0
2014-11-13,Amanda Hickman,8577,F,1
1971-04-17,Bryan West,8578,M,1
1973-11-25,Mrs. Judith Walker,8579,F,0
2009-04-01,Cody Reynolds,8580,M,1
1986-01-27,Michele Strong,8581,F,1
1998-06-23,Ashley Holmes,8582,F,0
1975-01-05,Amy Davis,8583,F,1
1976-03-23,Mary Douglas,8584,F,0
1988-09-17,Phillip Davidson,8585,M,0
1991-08-27,Carolyn Nichols,8586,F,0
2012-08-27,Wanda Henderson,8587,F,1
2000-09-14,William Martinez,8588,M,1
2011-05-25,William Baker,8589,M,0
1993-01-19,Christian Mckay,8590,M,0
1980-09-30,Annette Castro,8591,F,0
2007-12-14,Roberta Underwood,8592,F,0
1979-11-01,Anthony Shaw,8593,M,1
1990-04-30,Rebecca Mccoy,8594,F,1
1976-08-12,Sabrina Brown,8595,F,0
2015-09-05,Craig Little,8596,M,0
1983-06-22,John Thomas,8597,M,0
2010-09-09,Ashley Barker,8598,F,1
1993-06-10,Charles Oconnor,8599,M,1
1995-03-08,Regina Morales,8600,F,1
2002-05-30,Jonathan Walsh,8601,M,0
1974-06-15,Brian Stewart,8602,M,1
1970-01-04,Daniel Robinson,8603,M,1
2015-07-22,John Ryan,8604,M,1
1974-03-15,Amanda Miller,8605,F,1
1977-10-22,Christopher Jones,8606,M,0
2008-09-29,Kevin Anthony,8607,M,1
1992-10-08,Jesse Smith,8608,M,0
1987-11-02,Shaun Spencer,8609,M,0
1975-12-21,David Johnson,8610,M,0
1992-12-28,Stephanie Brown,8611,F,0
1999-10-26,Michael Brown,8612,M,0
2004-10-17,Kyle Reid,8613,M,0
2009-08-31,Lindsay Lopez,8614,F,1
1999-03-03,Kevin Summers,8615,M,0
1989-11-11,Matthew Freeman,8616,M,0
1996-05-01,Justin Smith,8617,M,0
2007-10-19,Lauren Montgomery,8618,F,0
2005-02-22,Mrs. Rebecca Stanley,8619,F,0
2002-02-04,Christine Stevens,8620,F,1
1994-03-02,Claudia Matthews,8621,F,0
1980-07-14,Lauren Kelly,8622,F,0
2003-06-19,Melissa Williams,8623,F,0
1980-11-20,Michael Page,8624,M,0
2004-01-02,Jordan Archer,8625,M,0
2002-12-15,Thomas Guerra,8626,M,1
1985-05-02,Savannah Fisher,8627,F,0
2002-08-12,Mr. Timothy Richard,8628,M,0
2007-07-21,Donald Velez,8629,M,1
2013-12-05,Mr. Gary Cox,8630,M,1
1999-02-02,Melanie Hayes DDS,8631,F,1
2016-11-16,Kelly Smith,8632,F,1
2002-10-26,Victoria Price,8633,F,0
2002-02-12,Jeffrey Alexander,8634,M,0
1980-03-03,Danielle Miller,8635,F,0
1974-01-23,Kevin Larson,8636,M,1
1983-08-02,Lisa Gilbert,8637,F,0
2012-05-10,Sophia Collier,8638,F,1
2016-02-12,Mariah Hayes,8639,F,0
1991-02-09,Nancy Johnson,8640,F,1
1983-09-11,Claudia Keller,8641,F,0
1988-07-26,John Ramsey,8642,M,0
1973-08-25,Justin Kim,8643,M,0
2003-09-27,Sheila Shea DVM,8644,F,1
1972-04-01,Ashley Wilkinson,8645,F,0
1987-05-28,Felicia Hardy,8646,F,0
2017-04-17,Troy Harris,8647,M,0
1974-07-11,Margaret Mills,8648,F,0
2010-02-21,Daisy Edwards,8649,F,0
1976-01-01,Rachel Simon,8650,F,0
2006-02-14,Andrew Moore,8651,M,0
2014-12-04,Ariana Valentine,8652,F,0
1985-10-13,David Hudson,8653,M,1
1989-09-20,Sharon King,8654,F,1
2009-10-25,Jon Sherman,8655,M,0
1991-01-11,Jennifer Harris,8656,F,0
1981-03-29,Ryan Long,8657,M,0
2008-10-25,Amy Krause,8658,F,0
1977-10-07,Lori Ramos,8659,F,1
2009-08-20,Amy Mullen,8660,F,1
1983-04-04,Nancy Snyder,8661,F,0
1991-01-22,George Garcia,8662,M,0
2008-06-25,Terry Chen,8663,M,1
2013-10-03,Ellen Glass,8664,F,0
2005-10-17,Kaylee Kim,8665,F,1
1995-04-23,Heidi Turner MD,8666,F,1
2010-05-23,Johnny Benson,8667,M,1
2008-08-10,Susan King,8668,F,0
1975-12-27,Anna Johnson,8669,F,1
2002-05-19,Zachary Boyd,8670,M,0
1970-01-09,James Reed,8671,M,0
1985-04-01,Christopher Clark,8672,M,0
1998-10-11,Patrick Jordan,8673,M,0
1980-11-07,Kyle Phillips,8674,M,0
1992-10-30,Jesse Clark,8675,M,1
1982-06-19,Susan Graham,8676,F,0
2013-06-10,April Johnson,8677,F,0
2002-11-15,Emily Mills,8678,F,0
1977-11-10,Anna Martinez,8679,F,1
1993-10-20,Paul Garcia,8680,M,0
1984-10-26,Alan Bishop,8681,M,1
1971-08-30,Sandra Vang,8682,F,0
2003-06-25,Vanessa Griffith,8683,F,1
1986-07-15,Sandra Myers,8684,F,0
1980-10-21,Adam Powell,8685,M,0
2000-04-08,Samantha Park,8686,F,1
1989-06-03,William Hensley,8687,M,1
1984-05-18,Rodney Bryant,8688,M,0
1991-07-23,Miss Patricia Romero,8689,F,1
2015-03-02,Nicole Edwards,8690,F,1
1998-07-22,Lee Duarte,8691,M,0
1996-07-28,Todd Jackson,8692,M,1
1990-06-14,Patricia Edwards,8693,F,0
2014-08-20,Alexandra Ellis,8694,F,1
1999-06-07,Clinton Thomas,8695,M,0
1978-05-13,Samantha Johnston,8696,F,0
1977-03-05,Misty Lee,8697,F,0
1986-07-30,Oscar Navarro,8698,M,1
2014-01-11,Lindsey Brown,8699,F,0
1995-05-01,Pamela Reynolds,8700,F,1
2013-07-07,Jessica Ford,8701,F,0
2017-06-02,Jose Johnson,8702,M,0
1985-06-09,Lisa Holloway,8703,F,0
1983-05-16,Tyler Fuller,8704,M,0
1994-02-05,Dr. Sergio Harris,8705,M,0
1999-10-15,Kimberly Little,8706,F,0
2010-08-25,Stephanie Forbes,8707,F,0
1983-12-20,Jill Carter,8708,F,0
1993-01-13,Ralph Fox,8709,M,0
1992-11-02,Christopher Stevenson,8710,M,0
1970-10-23,Miss Debra Cooper,8711,F,0
2002-02-04,Andrew Wise,8712,M,0
1971-09-26,Robert Lewis,8713,M,0
1998-05-10,Terry Wang,8714,F,0
1996-04-07,Richard Mathis,8715,M,0
2013-10-16,Jonathan Cantrell,8716,M,1
2001-08-10,Tammy Collins,8717,F,0
1975-10-10,Kimberly Jacobs,8718,F,0
2011-06-14,Samantha Mitchell,8719,F,1
2000-12-09,Jessica Mckay,8720,F,0
2005-03-24,Brandy Robinson,8721,F,0
1970-07-25,Elizabeth Harrison,8722,F,0
1986-02-12,Jordan Nelson,8723,F,1
1987-09-01,Gina Flowers,8724,F,1
2017-04-19,Luke Schwartz,8725,M,0
2008-11-07,Mallory Russo,8726,F,0
1970-01-21,Brandy Bauer DVM,8727,F,0
1976-06-21,Sharon Kidd,8728,F,0
2016-01-29,Carlos Graham,8729,M,1
2011-03-15,Luis Marshall,8730,M,1
1973-03-20,Kimberly Jones,8731,F,0
1991-01-08,Monica Parker,8732,F,1
1998-07-18,Shannon Wright,8733,F,1
1989-12-06,Christopher Bennett,8734,M,0
2009-12-30,Lauren Fisher,8735,F,0
2007-06-10,Daniel Johnson,8736,M,0
1997-09-12,Stacy Foster,8737,F,1
2006-12-31,Charles Page,8738,M,1
1985-05-23,Laura Townsend,8739,F,1
1990-08-28,Emily Fields,8740,F,1
2006-01-07,Joseph Lewis,8741,M,0
1987-11-02,Kathy Meza,8742,F,1
2009-01-06,Sandra Andrews,8743,F,0
1982-09-17,Scott Ramsey,8744,M,0
2003-12-13,Suzanne Stone,8745,F,0
1990-11-29,Rebecca Mayer,8746,F,1
2007-04-02,Tara Roy,8747,F,0
1973-06-16,Glenda Sexton,8748,F,0
1973-03-16,Todd Alvarez,8749,M,1
1982-12-30,Jill Frank,8750,F,0
2004-03-28,Joseph Lowery,8751,M,0
2015-05-18,Michelle Richardson,8752,F,1
2010-06-28,Heather Parker,8753,F,0
2006-04-11,Kathleen Farmer,8754,F,0
2004-09-01,Jessica Kirk,8755,F,1
1997-04-10,Robert Abbott,8756,M,0
2007-08-23,Jaime Burns,8757,M,1
1980-06-02,Brian Bush,8758,M,0
1971-06-30,Brandon Weeks,8759,M,1
2003-08-12,Jacqueline Morales,8760,F,0
1980-10-15,Shannon Warner,8761,M,0
1997-02-16,Shelley Zimmerman,8762,F,1
1998-12-17,Tracy Torres,8763,F,0
1985-07-07,Monique White,8764,F,0
2009-06-01,Brooke Perry,8765,F,0
2014-05-06,Lori Barnes,8766,F,1
2010-06-17,David Jenkins,8767,M,0
1971-03-11,Melinda Garcia,8768,F,0
1989-10-29,Rebecca Watts,8769,F,0
2008-02-27,Debra Lawson,8770,F,0
2004-03-04,Gerald Torres,8771,M,0
1971-05-01,Patrick Moore,8772,M,1
1972-10-01,Melvin Proctor,8773,M,1
2017-06-05,Cameron Simmons,8774,M,0
2012-11-20,Gary Smith,8775,M,1
1990-02-04,Richard Barber,8776,M,0
1977-07-06,Chris Smith,8777,M,0
1981-03-06,Michael Allen,8778,M,0
1989-12-26,Mrs. Pamela Haney,8779,F,0
1991-11-29,Jeremy Soto,8780,M,1
2012-10-02,Michael Hopkins,8781,M,0
1985-09-20,Roger Moore,8782,M,1
1980-03-07,Brian Mendez,8783,M,0
2005-06-07,Brenda Smith,8784,F,1
2011-01-27,Patrick Johnson,8785,M,0
1974-07-17,Albert Pena,8786,M,1
1976-06-17,Linda Morgan,8787,F,0
2013-01-15,Jean Brooks,8788,F,0
2001-05-06,Matthew Sparks,8789,M,0
1986-03-31,Jacqueline Allen,8790,F,0
2014-11-04,Tracy Jacobson,8791,F,1
1970-08-17,Diana Mitchell,8792,F,1
1980-11-28,Jerome Reese,8793,M,0
2010-04-06,George Edwards,8794,M,1
1994-03-25,Jason Brown,8795,M,0
1975-03-18,Robert Perry,8796,M,1
1975-10-14,Stacey Herrera,8797,F,0
1996-05-29,Melissa Brown,8798,F,1
1972-07-15,Krista Hernandez MD,8799,F,0
2009-04-23,Christopher Morales,8800,M,1
1997-12-03,Jose Martinez,8801,M,0
1988-11-05,Chase Love,8802,M,0
1974-04-13,Sandra Reyes,8803,F,0
1973-07-11,Rose Knight,8804,F,0
1996-07-20,Laura Hernandez,8805,F,0
2005-09-15,Joshua Newman,8806,M,1
1983-06-12,Martha Smith,8807,F,0
1996-06-22,Jessica Rosales,8808,F,1
1986-02-09,Thomas Jones,8809,M,0
1974-03-30,Lisa Kelly,8810,F,0
1973-11-17,Charles Adams,8811,M,0
1979-11-04,Nicole Perez,8812,F,0
1989-03-29,Darlene Martin,8813,F,0
1987-08-11,Vincent Cook,8814,M,0
1997-09-10,Sarah Patterson,8815,F,0
2010-09-06,Timothy Thompson,8816,M,0
2007-10-06,Christina Gomez,8817,F,1
2008-11-07,Brent Taylor,8818,M,0
2013-03-02,David Jones,8819,M,1
2011-08-28,Kathryn Gray,8820,F,1
2015-07-05,Pamela Leonard,8821,F,0
1997-01-04,Erica Howell,8822,F,0
1972-01-14,Christina Farley,8823,F,1
1998-09-01,Marcus Dyer,8824,M,1
2016-02-16,Steven Williams,8825,M,1
1981-08-08,Paula Chavez,8826,F,0
1975-08-14,Carmen Everett,8827,F,1
1981-05-16,Heather Morgan,8828,F,1
1994-10-02,Stacy Sanchez,8829,F,1
2017-02-13,Mario Smith,8830,M,1
1993-06-05,Courtney Wright,8831,F,1
1989-07-08,Angela Manning,8832,F,1
1999-06-12,Garrett Khan,8833,M,0
1979-08-14,Jean Hall,8834,F,1
1991-12-01,Jeffrey Blackwell,8835,M,0
1990-08-29,Matthew Sawyer,8836,M,1
2003-10-22,Alex Jones,8837,M,1
2005-06-11,Timothy Nichols,8838,M,1
2007-02-11,Tyler Clark,8839,M,1
1979-04-10,Jason Carter,8840,M,1
1996-04-02,Tara Stewart,8841,F,0
2013-11-23,Austin Howard,8842,M,0
1987-11-30,Christina Jones,8843,F,0
1986-04-07,Justin Garcia,8844,M,0
1984-09-10,John Hicks DDS,8845,M,0
1995-07-17,Andrea Rice,8846,F,0
2008-09-06,Alexandria Walker,8847,F,1
2003-02-05,Ricardo Cardenas,8848,M,0
1988-11-04,Megan Flowers,8849,F,0
1978-02-21,Peter Owens,8850,M,0
2013-09-26,Andrew Scott,8851,M,1
2005-03-05,James Becker,8852,M,0
1988-04-22,Michelle Vega,8853,F,0
1986-07-02,Tina Christensen,8854,F,1
1978-03-09,Susan Wolf,8855,F,1
2011-12-27,Erik Mccarthy,8856,M,1
2004-05-22,Shelby Johnson,8857,F,1
2007-04-13,Carla Myers,8858,F,1
1997-10-15,Marvin Craig,8859,M,1
2007-01-06,Daniel Hines,8860,M,0
2008-02-11,Tiffany Lawson,8861,F,1
1972-07-28,Bill Coffey,8862,M,0
1981-04-22,Jermaine Dixon,8863,M,0
2000-09-06,Michelle Hill,8864,F,0
1997-09-29,Christine Ramos,8865,F,1
2005-08-30,Barry Wright,8866,M,1
2003-08-06,Lonnie Thompson,8867,M,0
2015-01-01,Brenda Peck,8868,F,0
1994-09-14,Eric Henderson,8869,M,0
1983-03-18,Jessica Montgomery,8870,F,0
1987-09-21,Craig Smith,8871,M,0
1989-03-26,Kristi Collins,8872,F,0
1987-09-30,Scott Wheeler,8873,M,1
1970-09-04,Matthew Williams,8874,M,0
2014-01-24,Kenneth Jones,8875,M,0
1997-10-24,Emily Hogan,8876,F,1
2008-09-20,Amy Kennedy,8877,F,0
1982-12-16,Bryan Smith,8878,M,0
2002-08-18,Ronald Callahan,8879,M,0
2011-07-05,Patty Thompson,8880,F,0
1970-04-25,Jennifer Vargas,8881,F,0
1995-04-10,Christopher Daniel,8882,M,1
1971-08-06,Garrett Turner,8883,M,1
1988-03-24,Troy Vargas,8884,M,1
1972-06-16,Sarah Baker,8885,F,1
2012-03-20,Kyle Nguyen,8886,M,1
2015-10-19,Timothy Torres,8887,M,0
2005-06-16,Linda Barron,8888,F,0
1978-04-03,Chad Cummings,8889,M,0
2007-09-12,Leslie Rice,8890,F,0
1971-10-27,Anthony Ellis,8891,M,1
1987-07-25,Vernon Galloway,8892,M,1
1995-06-16,David Woodward,8893,M,1
1986-02-18,Matthew Clark,8894,M,0
1991-02-05,Katherine Gonzales,8895,F,0
1970-12-09,Lisa Jones,8896,F,1
1971-01-27,Briana Smith,8897,F,0
2002-06-28,Anna Hernandez,8898,F,1
1986-01-03,Kevin Solis,8899,M,0
1977-02-01,Valerie Lindsey,8900,F,0
2011-01-05,Ashley Hanson,8901,F,1
1985-09-16,David Wright,8902,M,1
2003-05-27,Cody Miller,8903,M,0
2007-10-17,Mary Hardin,8904,F,0
2014-05-25,Tiffany Ingram,8905,F,0
1974-12-17,Aaron Perry,8906,M,1
1971-03-15,Kathryn Lane,8907,F,0
2003-02-19,Dylan Clark,8908,M,0
1984-05-26,Jasmine Rivera,8909,F,0
1995-10-19,Patrick Travis,8910,M,0
1989-02-03,Gary Young,8911,M,0
1995-08-04,Austin Jenkins,8912,M,1
2016-01-24,Steven Martin,8913,M,0
2001-08-29,Brittany Vance,8914,F,0
1973-06-26,Thomas Rich,8915,M,0
1992-05-20,Vanessa Jordan,8916,F,0
2004-05-25,Brittany Peterson,8917,F,0
2006-04-26,Katie Garza,8918,F,0
2000-08-29,Jessica Shaffer,8919,F,1
1979-12-01,Dan Lynn,8920,M,0
1989-09-06,Eric Hudson,8921,M,1
1975-08-05,Steven Baldwin,8922,M,1
2002-01-24,Natalie White,8923,F,0
1986-10-14,Jennifer Smith,8924,F,1
2002-10-05,John Smith,8925,M,1
1976-04-23,Michael Johnson,8926,M,1
2004-05-08,Amy Smith,8927,F,1
1993-05-02,Michael Casey,8928,M,0
1991-09-03,John Pacheco,8929,M,0
1996-11-09,Spencer Parker,8930,M,0
1996-02-25,Melissa Lowe,8931,F,0
1979-04-16,Jared Meyer,8932,M,0
1997-12-26,Kimberly Cook,8933,F,1
2015-03-26,Thomas Johnson,8934,M,0
1972-08-04,Mary Gregory,8935,F,0
2015-04-18,Lisa Cook,8936,F,1
2006-10-02,Brooke Bullock,8937,F,1
2011-07-30,Zoe Morgan,8938,F,0
2005-08-30,Brian Harris,8939,M,1
1975-08-02,Adrian Roberts,8940,M,1
1996-04-09,Tara Turner,8941,F,0
1981-08-20,Jennifer Meyer,8942,F,1
1987-03-16,Mark Garrett,8943,M,0
2014-12-11,Kelly Orr,8944,F,0
1970-02-01,Dennis Macias,8945,M,0
2010-01-09,Daniel White,8946,M,1
2007-03-07,Shelley Rios,8947,F,1
2003-09-05,Derrick Shields,8948,M,0
2008-04-30,Elizabeth Lambert,8949,F,1
1996-09-02,Mark Chen,8950,M,0
1973-05-15,Paul Diaz,8951,M,1
1984-05-18,Dr. Sharon Barrett,8952,F,0
2006-06-18,Linda Logan,8953,F,0
1981-09-14,Gina Anderson,8954,F,1
1998-10-05,Cynthia Simmons,8955,F,1
1971-09-19,Joshua Mahoney,8956,M,1
1973-01-06,Reginald Kennedy,8957,M,1
2011-01-27,John Johnston MD,8958,M,0
1995-10-04,Denise Turner,8959,F,0
1990-08-13,Bradley Velasquez,8960,M,0
1998-11-19,Susan Evans,8961,F,1
2012-05-11,Deborah Rogers,8962,F,0
1973-05-20,Kelly Nelson,8963,F,1
1989-03-23,Jonathan Martinez,8964,M,0
1995-06-21,Destiny Brooks,8965,F,0
1985-07-23,Jessica Leon,8966,F,0
1989-10-28,Jacob Nelson,8967,M,0
1974-09-26,Kelsey Collins,8968,F,0
1995-01-10,Bradley Ramos,8969,M,1
2001-08-12,Stacey Graham,8970,F,1
1978-04-17,Richard Howard,8971,M,1
1984-09-04,Nicholas Fowler,8972,M,0
1976-03-01,David Anderson,8973,M,0
1998-10-07,Jaime Scott,8974,M,1
2000-05-31,Brittany Cooke,8975,F,1
2005-07-03,Karen Miller,8976,F,1
1970-01-04,Ronald Vargas,8977,M,0
2017-05-27,Debra Robinson,8978,F,0
1990-11-06,John Berger,8979,M,0
2010-12-26,Nancy Anderson,8980,F,0
1981-08-29,Dennis Wright,8981,M,1
1978-10-07,Paula Foster,8982,F,1
2017-04-16,Jeffrey Alexander,8983,M,0
2013-12-08,Elizabeth Avila,8984,F,0
1985-01-22,Vanessa Andrade,8985,F,1
1989-05-11,Austin Good,8986,M,0
1973-12-14,Jennifer Bowen,8987,F,0
1979-12-19,Cynthia Payne,8988,F,0
1999-04-21,Morgan Acosta,8989,F,0
1997-09-24,Miguel Hensley,8990,M,1
1985-02-06,Matthew Tucker,8991,M,0
1994-04-23,David Eaton,8992,M,0
2002-09-04,Marc Gomez,8993,M,0
2010-03-19,Timothy Thompson,8994,M,0
1999-11-29,Benjamin Johnson,8995,M,1
1974-07-08,David Collins,8996,M,1
2014-03-20,Jesse Rodriguez,8997,M,0
1978-06-11,Debra Chavez,8998,F,0
2011-11-15,Madison Pena,8999,F,0
1973-02-09,Meghan Jones,9000,F,0
1988-05-20,Jon Scott DVM,9001,M,0
1972-10-04,Jessica Jones,9002,F,0
1993-07-20,Richard Smith,9003,M,1
1980-06-20,James Hayes,9004,M,0
1975-04-25,Heidi Murphy,9005,F,0
1997-11-05,Daniel Whitaker,9006,M,1
2007-01-21,Mark Joseph,9007,M,1
2006-04-20,Elizabeth Whitaker,9008,F,1
1976-11-16,Matthew Hill,9009,M,1
1975-07-12,Luke Carter,9010,M,0
1984-09-16,William Kramer,9011,M,0
1997-09-22,Vincent Roberts,9012,M,1
1978-12-17,Teresa Pittman,9013,F,0
2010-12-09,Curtis Meyers,9014,M,1
2009-01-16,Casey Walker,9015,F,0
2004-04-02,Craig Bryant,9016,M,0
1987-01-24,Theresa Simpson,9017,F,1
1971-10-05,Mary Zavala,9018,F,0
2011-07-20,Carrie Lynch,9019,F,1
2010-11-15,Mercedes Ellis,9020,F,0
1994-12-16,Isaac Larsen,9021,M,1
2005-03-13,George Conway,9022,M,0
1975-03-23,Stephanie Gilmore,9023,F,1
2006-07-25,Christopher Kane,9024,M,1
1996-04-10,James Scott,9025,M,0
1971-08-11,Robert Jones,9026,M,0
1994-02-14,Sharon Noble,9027,F,0
1990-06-16,Sean Horne,9028,M,1
1998-04-08,Gina Frazier,9029,F,1
2004-05-03,Henry Johnson Jr.,9030,M,1
1987-05-05,Sara Barron,9031,F,0
1993-09-15,Michael Fitzpatrick,9032,M,1
1986-04-07,Andrea Harris,9033,F,0
2005-10-23,Sara Martin,9034,F,0
1975-08-12,Sue Contreras,9035,F,1
2001-03-17,Meagan Gilmore,9036,F,0
1991-09-22,Rebecca Mahoney,9037,F,0
2010-12-27,Jason Harris,9038,M,1
1997-02-07,Mr. Timothy Martinez,9039,M,0
1994-06-24,Jessica Savage,9040,F,1
1980-06-23,Morgan Bradley,9041,F,1
2009-06-02,Tracy Roach,9042,F,1
1972-07-03,Michelle Ellison,9043,F,0
2014-05-09,Sabrina Reyes,9044,F,1
2008-10-22,Regina Brewer,9045,F,0
1973-06-05,Kevin Schroeder,9046,M,0
2015-05-01,Brent Vincent,9047,M,1
2002-10-25,Douglas Gray,9048,M,1
1977-04-15,Adam Price,9049,M,1
1974-01-23,Kyle Johnston,9050,M,1
1971-12-19,Heather Allen,9051,F,0
1997-05-06,Christina George,9052,F,0
1978-06-05,Donna Warner,9053,F,1
1978-06-28,Kristen Hernandez,9054,F,0
1982-01-18,Brandi Fitzgerald,9055,F,1
1971-10-15,Alexander Rocha,9056,M,1
1999-10-30,Christine Jones,9057,F,0
1985-01-03,Dale Mckee PhD,9058,M,1
1996-09-24,Robert Foster,9059,M,1
1985-03-27,Abigail Thompson,9060,F,0
1989-05-17,David Patton,9061,M,0
2003-11-12,Brittney Foster,9062,F,1
1972-06-14,Shawn Moore,9063,M,1
1976-10-04,Stacy Williams,9064,F,1
1983-06-29,Katie Farrell,9065,F,1
2012-01-08,Jason Mendez,9066,M,0
1994-01-03,Michelle Figueroa,9067,F,0
1981-12-12,Brianna Fox,9068,F,1
1996-09-25,Dr. Lisa Rogers,9069,F,0
1997-03-29,Gail Salas DDS,9070,F,0
1979-01-25,Thomas Mann,9071,M,0
1984-08-28,Carl Campbell,9072,M,1
1986-07-15,Dr. Jason Davila II,9073,M,0
1997-06-29,Dr. Dale Mejia,9074,M,0
2009-06-25,Samantha Miller,9075,F,1
2003-06-11,Judith Parker,9076,F,0
1998-08-24,Ashley Hopkins,9077,F,0
1970-11-20,Beverly Lester,9078,F,0
1988-03-20,Steve Riley,9079,M,0
2003-11-15,Laura Clark,9080,F,0
2012-08-09,Kimberly Banks,9081,F,0
1971-07-28,Ryan Farrell,9082,M,1
1976-04-23,Bradley Doyle,9083,M,0
1997-09-17,Eric Mosley,9084,M,0
2016-04-01,Nicholas Myers,9085,M,0
2004-06-02,John Moore,9086,M,1
1999-10-12,Mary Hays,9087,F,0
1970-09-03,Catherine Andrade,9088,F,0
2012-08-12,Elizabeth Martinez,9089,F,0
2000-10-17,Alexander Hudson,9090,M,0
1980-08-14,Bryan Wall,9091,M,0
1991-07-01,Jamie Bauer,9092,M,1
1987-04-14,Melissa Harrington,9093,F,0
1970-09-25,Matthew Reyes,9094,M,1
1997-12-08,Scott Brown,9095,M,0
1976-08-24,Pamela Miller,9096,F,1
1986-11-12,Jennifer Huff,9097,F,0
1993-06-03,Christopher Atkinson,9098,M,0
1995-10-23,Michael Figueroa,9099,M,0
1996-06-30,Timothy Jackson,9100,M,0
2014-05-30,Jessica Miller,9101,F,0
1974-03-04,Tiffany Henson,9102,F,1
2010-04-26,Stephanie Woodard,9103,F,1
1988-12-07,Teresa Irwin,9104,F,0
2005-04-13,Dylan Bowman,9105,M,0
1989-11-17,Debra Bradford,9106,F,1
2007-08-16,Jennifer Hull,9107,F,0
1988-07-16,Joann Smith,9108,F,0
2016-04-02,Lori Mcdaniel,9109,F,0
1983-08-06,Ryan Mejia,9110,M,0
2010-02-16,Christina Kelly,9111,F,0
2013-07-24,Jennifer Torres,9112,F,0
1971-06-12,Anthony Morris,9113,M,1
1980-01-16,Darrell Benitez,9114,M,0
2006-04-16,Becky Ward,9115,F,0
2005-10-30,Samuel Ramos,9116,M,0
1986-11-26,Sherri Schroeder,9117,F,0
2015-10-17,Samuel Reynolds,9118,M,0
2012-06-18,Regina Conway,9119,F,0
1981-09-10,Dawn Chapman,9120,F,0
1988-10-29,Stephanie Stewart,9121,F,0
1984-12-14,Christopher Collier,9122,M,0
1998-12-19,Rachel Carlson,9123,F,1
1978-03-02,Justin Wilkins,9124,M,0
2009-10-20,Kevin Frank,9125,M,0
1997-04-10,Christian Graham,9126,M,1
2007-07-05,Richard Martinez,9127,M,0
2011-07-01,Willie Duke,9128,M,0
1989-03-04,Roy Brown,9129,M,1
1989-04-27,Christopher Wood,9130,M,0
1985-06-17,Anthony Franco,9131,M,1
1971-09-14,Doris Thomas,9132,F,0
1985-03-06,Elaine Harrington,9133,F,0
2009-10-14,Brandy Smith,9134,F,0
1971-11-16,Jennifer Jordan,9135,F,0
1971-03-25,Tanner Osborn,9136,M,1
1989-10-29,Nina Wade,9137,F,1
1977-05-08,Brandon Owens,9138,M,0
2003-10-26,Mary Murphy,9139,F,0
2001-02-21,Shannon Brown,9140,F,0
1988-06-11,Jeremy Davis,9141,M,0
2011-01-06,Amber Monroe,9142,F,0
1978-02-13,Eric Mccoy,9143,M,0
2015-03-13,Vincent Spencer,9144,M,0
2005-01-01,Terry Gonzalez,9145,F,0
2014-12-13,Tim Tapia,9146,M,0
2016-03-30,Michele Salazar,9147,F,1
1992-08-09,John Oliver,9148,M,0
1992-04-03,Alan Johnson,9149,M,0
2000-09-19,Dr. Tamara Mathis DVM,9150,F,0
1995-01-21,Mrs. Emily Miller,9151,F,1
1998-10-15,Ashley Stein,9152,F,1
1987-10-26,Monica Guerra,9153,F,0
1993-06-29,Gerald Powers,9154,M,0
1978-02-21,Matthew Smith,9155,M,0
1993-11-01,Matthew Simpson,9156,M,0
1990-12-17,Jeremy Murphy,9157,M,0
2007-05-17,Eddie Nguyen,9158,M,0
2014-09-14,Trevor Robinson,9159,M,1
2005-03-09,Bryan Gordon,9160,M,1
2000-01-20,Jenna Morris,9161,F,0
1983-07-31,Scott Johnson,9162,M,0
1971-07-01,Amber Rodriguez,9163,F,0
1975-11-21,Adam Costa,9164,M,0
2011-01-15,John Smith,9165,M,1
1987-04-06,Karen Moore,9166,F,1
1985-05-30,Sean Newman,9167,M,0
2005-06-03,Matthew Hall,9168,M,1
2003-08-18,Katie Wang,9169,F,0
2003-09-15,Adam Cochran,9170,M,0
2010-11-18,Taylor Valdez,9171,F,1
1985-09-14,Jeffrey Patton,9172,M,1
1984-02-05,Leslie Maynard,9173,F,1
1983-01-05,Ronald Bell,9174,M,1
2005-05-24,Kyle Calhoun,9175,M,0
2006-02-09,Brian Herman,9176,M,0
1971-05-05,Jessica Martinez,9177,F,0
1978-01-06,Joseph White,9178,M,1
1971-12-17,Michele Parks,9179,F,1
1991-10-26,Carl Young,9180,M,0
1972-12-05,Tyler Hernandez,9181,M,1
1987-05-20,Ronald Mccoy,9182,M,1
1998-02-21,Brian Garza,9183,M,0
1986-04-23,Melody Hansen,9184,F,1
1979-01-20,Katherine Mcmillan,9185,F,1
1971-03-12,Cheryl Erickson,9186,F,0
